source,metaedge,target,source_name,target_name,kind_of_source,kind_of_target
Disease::DOID:8577,Disease - downregulates - Gene,Gene::206358,ulcerative colitis,SLC36A1,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::23760,hematologic cancer,PITPNB,Disease,Gene
Disease::DOID:9970,Disease - downregulates - Gene,Gene::8497,obesity,PPFIA4,Disease,Gene
Disease::DOID:1909,Disease - downregulates - Gene,Gene::9538,melanoma,EI24,Disease,Gene
Disease::DOID:9008,Disease - downregulates - Gene,Gene::8859,psoriatic arthritis,STK19,Disease,Gene
Disease::DOID:8577,Disease - downregulates - Gene,Gene::5570,ulcerative colitis,PKIB,Disease,Gene
Disease::DOID:263,Disease - downregulates - Gene,Gene::63874,kidney cancer,ABHD4,Disease,Gene
Disease::DOID:1909,Disease - downregulates - Gene,Gene::146760,melanoma,RTN4RL1,Disease,Gene
Disease::DOID:8577,Disease - downregulates - Gene,Gene::7263,ulcerative colitis,TST,Disease,Gene
Disease::DOID:986,Disease - downregulates - Gene,Gene::9208,alopecia areata,LRRFIP1,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::445347,hematologic cancer,TARP,Disease,Gene
Disease::DOID:2986,Disease - downregulates - Gene,Gene::1232,IgA glomerulonephritis,CCR3,Disease,Gene
Disease::DOID:9008,Disease - downregulates - Gene,Gene::7088,psoriatic arthritis,TLE1,Disease,Gene
Disease::DOID:14330,Disease - downregulates - Gene,Gene::3035,Parkinson's disease,HARS,Disease,Gene
Disease::DOID:0050742,Disease - downregulates - Gene,Gene::647087,nicotine dependence,C7orf73,Disease,Gene
Disease::DOID:1324,Disease - downregulates - Gene,Gene::10154,lung cancer,PLXNC1,Disease,Gene
Disease::DOID:8577,Disease - downregulates - Gene,Gene::7105,ulcerative colitis,TSPAN6,Disease,Gene
Disease::DOID:7148,Disease - downregulates - Gene,Gene::10424,rheumatoid arthritis,PGRMC2,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::7385,colon cancer,UQCRC2,Disease,Gene
Disease::DOID:9206,Disease - downregulates - Gene,Gene::5803,Barrett's esophagus,PTPRZ1,Disease,Gene
Disease::DOID:7693,Disease - downregulates - Gene,Gene::84132,abdominal aortic aneurysm,USP42,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::4128,colon cancer,MAOA,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::375318,schizophrenia,AQP12A,Disease,Gene
Disease::DOID:9008,Disease - downregulates - Gene,Gene::96459,psoriatic arthritis,FNIP1,Disease,Gene
Disease::DOID:635,Disease - downregulates - Gene,Gene::57326,acquired immunodeficiency syndrome,PBXIP1,Disease,Gene
Disease::DOID:11612,Disease - downregulates - Gene,Gene::1666,polycystic ovary syndrome,DECR1,Disease,Gene
Disease::DOID:13223,Disease - downregulates - Gene,Gene::51586,uterine fibroid,MED15,Disease,Gene
Disease::DOID:3083,Disease - downregulates - Gene,Gene::85360,chronic obstructive pulmonary disease,SYDE1,Disease,Gene
Disease::DOID:1909,Disease - downregulates - Gene,Gene::1602,melanoma,DACH1,Disease,Gene
Disease::DOID:3083,Disease - downregulates - Gene,Gene::7728,chronic obstructive pulmonary disease,ZNF175,Disease,Gene
Disease::DOID:0050156,Disease - downregulates - Gene,Gene::2823,idiopathic pulmonary fibrosis,GPM6A,Disease,Gene
Disease::DOID:8893,Disease - downregulates - Gene,Gene::56998,psoriasis,CTNNBIP1,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::1102,schizophrenia,RCBTB2,Disease,Gene
Disease::DOID:8778,Disease - downregulates - Gene,Gene::6304,Crohn's disease,SATB1,Disease,Gene
Disease::DOID:1612,Disease - downregulates - Gene,Gene::847,breast cancer,CAT,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::63924,colon cancer,CIDEC,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::338917,malaria,VSX2,Disease,Gene
Disease::DOID:8778,Disease - downregulates - Gene,Gene::49855,Crohn's disease,SCAPER,Disease,Gene
Disease::DOID:635,Disease - downregulates - Gene,Gene::9057,acquired immunodeficiency syndrome,SLC7A6,Disease,Gene
Disease::DOID:10763,Disease - downregulates - Gene,Gene::93624,hypertension,TADA2B,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::4931,malaria,NVL,Disease,Gene
Disease::DOID:263,Disease - downregulates - Gene,Gene::549,kidney cancer,AUH,Disease,Gene
Disease::DOID:986,Disease - downregulates - Gene,Gene::64682,alopecia areata,ANAPC1,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::8427,schizophrenia,ZNF282,Disease,Gene
Disease::DOID:14330,Disease - downregulates - Gene,Gene::23158,Parkinson's disease,TBC1D9,Disease,Gene
Disease::DOID:3083,Disease - downregulates - Gene,Gene::51274,chronic obstructive pulmonary disease,KLF3,Disease,Gene
Disease::DOID:1324,Disease - downregulates - Gene,Gene::29942,lung cancer,PURG,Disease,Gene
Disease::DOID:13223,Disease - downregulates - Gene,Gene::4094,uterine fibroid,MAF,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::23568,malaria,ARL2BP,Disease,Gene
Disease::DOID:332,Disease - downregulates - Gene,Gene::197407,amyotrophic lateral sclerosis,ZNF48,Disease,Gene
Disease::DOID:0050742,Disease - downregulates - Gene,Gene::2172,nicotine dependence,FABP6,Disease,Gene
Disease::DOID:0050742,Disease - downregulates - Gene,Gene::54617,nicotine dependence,INO80,Disease,Gene
Disease::DOID:8893,Disease - downregulates - Gene,Gene::23242,psoriasis,COBL,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::3212,hematologic cancer,HOXB2,Disease,Gene
Disease::DOID:1793,Disease - downregulates - Gene,Gene::727,pancreatic cancer,C5,Disease,Gene
Disease::DOID:2986,Disease - downregulates - Gene,Gene::8545,IgA glomerulonephritis,CGGBP1,Disease,Gene
Disease::DOID:14227,Disease - downregulates - Gene,Gene::51320,azoospermia,MEX3C,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::55756,schizophrenia,INTS9,Disease,Gene
Disease::DOID:0050156,Disease - downregulates - Gene,Gene::153579,idiopathic pulmonary fibrosis,BTNL9,Disease,Gene
Disease::DOID:635,Disease - downregulates - Gene,Gene::9975,acquired immunodeficiency syndrome,NR1D2,Disease,Gene
Disease::DOID:14227,Disease - downregulates - Gene,Gene::64446,azoospermia,DNAI2,Disease,Gene
Disease::DOID:0050742,Disease - downregulates - Gene,Gene::8289,nicotine dependence,ARID1A,Disease,Gene
Disease::DOID:418,Disease - downregulates - Gene,Gene::25953,systemic scleroderma,PNKD,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::7098,colon cancer,TLR3,Disease,Gene
Disease::DOID:8893,Disease - downregulates - Gene,Gene::10313,psoriasis,RTN3,Disease,Gene
Disease::DOID:1612,Disease - downregulates - Gene,Gene::4147,breast cancer,MATN2,Disease,Gene
Disease::DOID:8778,Disease - downregulates - Gene,Gene::1329,Crohn's disease,COX5B,Disease,Gene
Disease::DOID:332,Disease - downregulates - Gene,Gene::79791,amyotrophic lateral sclerosis,FBXO31,Disease,Gene
Disease::DOID:635,Disease - downregulates - Gene,Gene::5500,acquired immunodeficiency syndrome,PPP1CB,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::216,hematologic cancer,ALDH1A1,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::2811,schizophrenia,GP1BA,Disease,Gene
Disease::DOID:1324,Disease - downregulates - Gene,Gene::23005,lung cancer,MAPKBP1,Disease,Gene
Disease::DOID:263,Disease - downregulates - Gene,Gene::1428,kidney cancer,CRYM,Disease,Gene
Disease::DOID:418,Disease - downregulates - Gene,Gene::2109,systemic scleroderma,ETFB,Disease,Gene
Disease::DOID:2986,Disease - downregulates - Gene,Gene::23592,IgA glomerulonephritis,LEMD3,Disease,Gene
Disease::DOID:986,Disease - downregulates - Gene,Gene::51512,alopecia areata,GTSE1,Disease,Gene
Disease::DOID:0050741,Disease - downregulates - Gene,Gene::90835,alcohol dependence,C16orf93,Disease,Gene
Disease::DOID:14330,Disease - downregulates - Gene,Gene::594,Parkinson's disease,BCKDHB,Disease,Gene
Disease::DOID:635,Disease - downregulates - Gene,Gene::3603,acquired immunodeficiency syndrome,IL16,Disease,Gene
Disease::DOID:3393,Disease - downregulates - Gene,Gene::126306,coronary artery disease,JSRP1,Disease,Gene
Disease::DOID:1612,Disease - downregulates - Gene,Gene::3745,breast cancer,KCNB1,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::10225,schizophrenia,CD96,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::54463,hematologic cancer,FAM134B,Disease,Gene
Disease::DOID:8893,Disease - downregulates - Gene,Gene::6744,psoriasis,SSFA2,Disease,Gene
Disease::DOID:263,Disease - downregulates - Gene,Gene::57530,kidney cancer,CGN,Disease,Gene
Disease::DOID:9008,Disease - downregulates - Gene,Gene::473,psoriatic arthritis,RERE,Disease,Gene
Disease::DOID:0050741,Disease - downregulates - Gene,Gene::88745,alcohol dependence,RRP36,Disease,Gene
Disease::DOID:418,Disease - downregulates - Gene,Gene::291,systemic scleroderma,SLC25A4,Disease,Gene
Disease::DOID:11612,Disease - downregulates - Gene,Gene::114805,polycystic ovary syndrome,GALNT13,Disease,Gene
Disease::DOID:1612,Disease - downregulates - Gene,Gene::10491,breast cancer,CRTAP,Disease,Gene
Disease::DOID:332,Disease - downregulates - Gene,Gene::10277,amyotrophic lateral sclerosis,UBE4B,Disease,Gene
Disease::DOID:1612,Disease - downregulates - Gene,Gene::3628,breast cancer,INPP1,Disease,Gene
Disease::DOID:9970,Disease - downregulates - Gene,Gene::3667,obesity,IRS1,Disease,Gene
Disease::DOID:824,Disease - downregulates - Gene,Gene::25909,periodontitis,AHCTF1,Disease,Gene
Disease::DOID:1612,Disease - downregulates - Gene,Gene::145581,breast cancer,LRFN5,Disease,Gene
Disease::DOID:1909,Disease - downregulates - Gene,Gene::55612,melanoma,FERMT1,Disease,Gene
Disease::DOID:7148,Disease - downregulates - Gene,Gene::91,rheumatoid arthritis,ACVR1B,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::923,hematologic cancer,CD6,Disease,Gene
Disease::DOID:14227,Disease - downregulates - Gene,Gene::729597,azoospermia,SPDYE6,Disease,Gene
Disease::DOID:418,Disease - downregulates - Gene,Gene::6207,systemic scleroderma,RPS13,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::788,colon cancer,SLC25A20,Disease,Gene
Disease::DOID:1612,Disease - downregulates - Gene,Gene::114818,breast cancer,KLHL29,Disease,Gene
Disease::DOID:3083,Disease - downregulates - Gene,Gene::78991,chronic obstructive pulmonary disease,PCYOX1L,Disease,Gene
Disease::DOID:3083,Disease - downregulates - Gene,Gene::84938,chronic obstructive pulmonary disease,ATG4C,Disease,Gene
Disease::DOID:1612,Disease - downregulates - Gene,Gene::2719,breast cancer,GPC3,Disease,Gene
Disease::DOID:9206,Disease - downregulates - Gene,Gene::10006,Barrett's esophagus,ABI1,Disease,Gene
Disease::DOID:7148,Disease - downregulates - Gene,Gene::253959,rheumatoid arthritis,RALGAPA1,Disease,Gene
Disease::DOID:8577,Disease - downregulates - Gene,Gene::22903,ulcerative colitis,BTBD3,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::440026,schizophrenia,TMEM41B,Disease,Gene
Disease::DOID:263,Disease - downregulates - Gene,Gene::57171,kidney cancer,DOLPP1,Disease,Gene
Disease::DOID:263,Disease - downregulates - Gene,Gene::8416,kidney cancer,ANXA9,Disease,Gene
Disease::DOID:332,Disease - downregulates - Gene,Gene::163183,amyotrophic lateral sclerosis,SYNE4,Disease,Gene
Disease::DOID:14227,Disease - downregulates - Gene,Gene::158135,azoospermia,TTLL11,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::7846,hematologic cancer,TUBA1A,Disease,Gene
Disease::DOID:7693,Disease - downregulates - Gene,Gene::285989,abdominal aortic aneurysm,ZNF789,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::4121,colon cancer,MAN1A1,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::489,colon cancer,ATP2A3,Disease,Gene
Disease::DOID:8778,Disease - downregulates - Gene,Gene::54482,Crohn's disease,TRMT13,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::56673,malaria,C11orf16,Disease,Gene
Disease::DOID:7693,Disease - downregulates - Gene,Gene::56131,abdominal aortic aneurysm,PCDHB4,Disease,Gene
Disease::DOID:10763,Disease - downregulates - Gene,Gene::9744,hypertension,ACAP1,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::80323,colon cancer,CCDC68,Disease,Gene
Disease::DOID:986,Disease - downregulates - Gene,Gene::55633,alopecia areata,TBC1D22B,Disease,Gene
Disease::DOID:1324,Disease - downregulates - Gene,Gene::9142,lung cancer,TMEM257,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::4337,colon cancer,MOCS1,Disease,Gene
Disease::DOID:14330,Disease - downregulates - Gene,Gene::2271,Parkinson's disease,FH,Disease,Gene
Disease::DOID:8893,Disease - downregulates - Gene,Gene::29997,psoriasis,GLTSCR2,Disease,Gene
Disease::DOID:14330,Disease - downregulates - Gene,Gene::3043,Parkinson's disease,HBB,Disease,Gene
Disease::DOID:7148,Disease - downregulates - Gene,Gene::57134,rheumatoid arthritis,MAN1C1,Disease,Gene
Disease::DOID:635,Disease - downregulates - Gene,Gene::104,acquired immunodeficiency syndrome,ADARB1,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::114884,malaria,OSBPL10,Disease,Gene
Disease::DOID:7148,Disease - downregulates - Gene,Gene::1938,rheumatoid arthritis,EEF2,Disease,Gene
Disease::DOID:1793,Disease - downregulates - Gene,Gene::6139,pancreatic cancer,RPL17,Disease,Gene
Disease::DOID:1793,Disease - downregulates - Gene,Gene::79608,pancreatic cancer,RIC3,Disease,Gene
Disease::DOID:3083,Disease - downregulates - Gene,Gene::359948,chronic obstructive pulmonary disease,IRF2BP2,Disease,Gene
Disease::DOID:10652,Disease - downregulates - Gene,Gene::122616,Alzheimer's disease,C14orf79,Disease,Gene
Disease::DOID:9206,Disease - downregulates - Gene,Gene::8850,Barrett's esophagus,KAT2B,Disease,Gene
Disease::DOID:2986,Disease - downregulates - Gene,Gene::55937,IgA glomerulonephritis,APOM,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::119765,schizophrenia,OR4B1,Disease,Gene
Disease::DOID:7148,Disease - downregulates - Gene,Gene::1368,rheumatoid arthritis,CPM,Disease,Gene
Disease::DOID:0050742,Disease - downregulates - Gene,Gene::11143,nicotine dependence,KAT7,Disease,Gene
Disease::DOID:7693,Disease - downregulates - Gene,Gene::283635,abdominal aortic aneurysm,FAM177A1,Disease,Gene
Disease::DOID:3083,Disease - downregulates - Gene,Gene::6161,chronic obstructive pulmonary disease,RPL32,Disease,Gene
Disease::DOID:2377,Disease - downregulates - Gene,Gene::55327,multiple sclerosis,LIN7C,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::1791,hematologic cancer,DNTT,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::10762,schizophrenia,NUP50,Disease,Gene
Disease::DOID:2394,Disease - downregulates - Gene,Gene::56259,ovarian cancer,CTNNBL1,Disease,Gene
Disease::DOID:7148,Disease - downregulates - Gene,Gene::27252,rheumatoid arthritis,KLHL20,Disease,Gene
Disease::DOID:14330,Disease - downregulates - Gene,Gene::56675,Parkinson's disease,NRIP3,Disease,Gene
Disease::DOID:8577,Disease - downregulates - Gene,Gene::157285,ulcerative colitis,SGK223,Disease,Gene
Disease::DOID:8577,Disease - downregulates - Gene,Gene::146223,ulcerative colitis,CMTM4,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::23552,malaria,CDK20,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::92259,schizophrenia,MRPS36,Disease,Gene
Disease::DOID:1909,Disease - downregulates - Gene,Gene::440712,melanoma,C1orf186,Disease,Gene
Disease::DOID:8893,Disease - downregulates - Gene,Gene::57161,psoriasis,PELI2,Disease,Gene
Disease::DOID:14227,Disease - downregulates - Gene,Gene::51593,azoospermia,SRRT,Disease,Gene
Disease::DOID:635,Disease - downregulates - Gene,Gene::5165,acquired immunodeficiency syndrome,PDK3,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::10081,malaria,PDCD7,Disease,Gene
Disease::DOID:7693,Disease - downregulates - Gene,Gene::25805,abdominal aortic aneurysm,BAMBI,Disease,Gene
Disease::DOID:1909,Disease - downregulates - Gene,Gene::222,melanoma,ALDH3B2,Disease,Gene
Disease::DOID:332,Disease - downregulates - Gene,Gene::84273,amyotrophic lateral sclerosis,NOA1,Disease,Gene
Disease::DOID:0050156,Disease - downregulates - Gene,Gene::56922,idiopathic pulmonary fibrosis,MCCC1,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::8313,malaria,AXIN2,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::8270,schizophrenia,LAGE3,Disease,Gene
Disease::DOID:9008,Disease - downregulates - Gene,Gene::205,psoriatic arthritis,AK4,Disease,Gene
Disease::DOID:11612,Disease - downregulates - Gene,Gene::3313,polycystic ovary syndrome,HSPA9,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::2317,colon cancer,FLNB,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::728734,malaria,NPIPB8,Disease,Gene
Disease::DOID:8577,Disease - downregulates - Gene,Gene::2549,ulcerative colitis,GAB1,Disease,Gene
Disease::DOID:0050741,Disease - downregulates - Gene,Gene::5218,alcohol dependence,CDK14,Disease,Gene
Disease::DOID:11612,Disease - downregulates - Gene,Gene::123207,polycystic ovary syndrome,C15orf40,Disease,Gene
Disease::DOID:0050741,Disease - downregulates - Gene,Gene::84933,alcohol dependence,C8orf76,Disease,Gene
Disease::DOID:1612,Disease - downregulates - Gene,Gene::54741,breast cancer,LEPROT,Disease,Gene
Disease::DOID:1909,Disease - downregulates - Gene,Gene::2196,melanoma,FAT2,Disease,Gene
Disease::DOID:8893,Disease - downregulates - Gene,Gene::84441,psoriasis,MAML2,Disease,Gene
Disease::DOID:1793,Disease - downregulates - Gene,Gene::4897,pancreatic cancer,NRCAM,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::498,malaria,ATP5A1,Disease,Gene
Disease::DOID:263,Disease - downregulates - Gene,Gene::18,kidney cancer,ABAT,Disease,Gene
Disease::DOID:8893,Disease - downregulates - Gene,Gene::56967,psoriasis,C14orf132,Disease,Gene
Disease::DOID:1324,Disease - downregulates - Gene,Gene::8631,lung cancer,SKAP1,Disease,Gene
Disease::DOID:418,Disease - downregulates - Gene,Gene::54784,systemic scleroderma,ALKBH4,Disease,Gene
Disease::DOID:263,Disease - downregulates - Gene,Gene::267,kidney cancer,AMFR,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::388667,schizophrenia,C1orf137,Disease,Gene
Disease::DOID:2394,Disease - downregulates - Gene,Gene::5894,ovarian cancer,RAF1,Disease,Gene
Disease::DOID:263,Disease - downregulates - Gene,Gene::1491,kidney cancer,CTH,Disease,Gene
Disease::DOID:9206,Disease - downregulates - Gene,Gene::7326,Barrett's esophagus,UBE2G1,Disease,Gene
Disease::DOID:8893,Disease - downregulates - Gene,Gene::162282,psoriasis,ANKFN1,Disease,Gene
Disease::DOID:14330,Disease - downregulates - Gene,Gene::79912,Parkinson's disease,PYROXD1,Disease,Gene
Disease::DOID:3083,Disease - downregulates - Gene,Gene::55625,chronic obstructive pulmonary disease,ZDHHC7,Disease,Gene
Disease::DOID:7693,Disease - downregulates - Gene,Gene::51676,abdominal aortic aneurysm,ASB2,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::9552,colon cancer,SPAG7,Disease,Gene
Disease::DOID:8778,Disease - downregulates - Gene,Gene::28998,Crohn's disease,MRPL13,Disease,Gene
